Fighter 0 Round 1 KD,Fighter 1 Round 1 KD,Fighter 0 Round 1 Sig. str.,Fighter 1 Round 1 Sig. str.,Fighter 0 Round 1 Sig. str. %,Fighter 1 Round 1 Sig. str. %,Fighter 0 Round 1 Total str.,Fighter 1 Round 1 Total str.,Fighter 0 Round 1 Td,Fighter 1 Round 1 Td,Fighter 0 Round 1 Td %,Fighter 1 Round 1 Td %,Fighter 0 Round 1 Sub. att,Fighter 1 Round 1 Sub. att,Fighter 0 Round 1 Rev.,Fighter 1 Round 1 Rev.,Fighter 0 Round 1 Ctrl,Fighter 1 Round 1 Ctrl,Fighter 0 Name,Fighter 1 Name,Fighter 0 Round 2 KD,Fighter 1 Round 2 KD,Fighter 0 Round 2 Sig. str.,Fighter 1 Round 2 Sig. str.,Fighter 0 Round 2 Sig. str. %,Fighter 1 Round 2 Sig. str. %,Fighter 0 Round 2 Total str.,Fighter 1 Round 2 Total str.,Fighter 0 Round 2 Td,Fighter 1 Round 2 Td,Fighter 0 Round 2 Td %,Fighter 1 Round 2 Td %,Fighter 0 Round 2 Sub. att,Fighter 1 Round 2 Sub. att,Fighter 0 Round 2 Rev.,Fighter 1 Round 2 Rev.,Fighter 0 Round 2 Ctrl,Fighter 1 Round 2 Ctrl,Fighter 0 Round 3 KD,Fighter 1 Round 3 KD,Fighter 0 Round 3 Sig. str.,Fighter 1 Round 3 Sig. str.,Fighter 0 Round 3 Sig. str. %,Fighter 1 Round 3 Sig. str. %,Fighter 0 Round 3 Total str.,Fighter 1 Round 3 Total str.,Fighter 0 Round 3 Td,Fighter 1 Round 3 Td,Fighter 0 Round 3 Td %,Fighter 1 Round 3 Td %,Fighter 0 Round 3 Sub. att,Fighter 1 Round 3 Sub. att,Fighter 0 Round 3 Rev.,Fighter 1 Round 3 Rev.,Fighter 0 Round 3 Ctrl,Fighter 1 Round 3 Ctrl,Fighter 0 Round 1 Sig. str,Fighter 1 Round 1 Sig. str,Fighter 0 Round 1 Head,Fighter 1 Round 1 Head,Fighter 0 Round 1 Body,Fighter 1 Round 1 Body,Fighter 0 Round 1 Leg,Fighter 1 Round 1 Leg,Fighter 0 Round 1 Distance,Fighter 1 Round 1 Distance,Fighter 0 Round 1 Clinch,Fighter 1 Round 1 Clinch,Fighter 0 Round 1 Ground,Fighter 1 Round 1 Ground,Fighter 0 Round 2 Sig. str,Fighter 1 Round 2 Sig. str,Fighter 0 Round 2 Head,Fighter 1 Round 2 Head,Fighter 0 Round 2 Body,Fighter 1 Round 2 Body,Fighter 0 Round 2 Leg,Fighter 1 Round 2 Leg,Fighter 0 Round 2 Distance,Fighter 1 Round 2 Distance,Fighter 0 Round 2 Clinch,Fighter 1 Round 2 Clinch,Fighter 0 Round 2 Ground,Fighter 1 Round 2 Ground,Fighter 0 Round 3 Sig. str,Fighter 1 Round 3 Sig. str,Fighter 0 Round 3 Head,Fighter 1 Round 3 Head,Fighter 0 Round 3 Body,Fighter 1 Round 3 Body,Fighter 0 Round 3 Leg,Fighter 1 Round 3 Leg,Fighter 0 Round 3 Distance,Fighter 1 Round 3 Distance,Fighter 0 Round 3 Clinch,Fighter 1 Round 3 Clinch,Fighter 0 Round 3 Ground,Fighter 1 Round 3 Ground,Winner,Method,Fighter 0 Round 4 KD,Fighter 1 Round 4 KD,Fighter 0 Round 4 Sig. str.,Fighter 1 Round 4 Sig. str.,Fighter 0 Round 4 Sig. str. %,Fighter 1 Round 4 Sig. str. %,Fighter 0 Round 4 Total str.,Fighter 1 Round 4 Total str.,Fighter 0 Round 4 Td,Fighter 1 Round 4 Td,Fighter 0 Round 4 Td %,Fighter 1 Round 4 Td %,Fighter 0 Round 4 Sub. att,Fighter 1 Round 4 Sub. att,Fighter 0 Round 4 Rev.,Fighter 1 Round 4 Rev.,Fighter 0 Round 4 Ctrl,Fighter 1 Round 4 Ctrl,Fighter 0 Round 5 KD,Fighter 1 Round 5 KD,Fighter 0 Round 5 Sig. str.,Fighter 1 Round 5 Sig. str.,Fighter 0 Round 5 Sig. str. %,Fighter 1 Round 5 Sig. str. %,Fighter 0 Round 5 Total str.,Fighter 1 Round 5 Total str.,Fighter 0 Round 5 Td,Fighter 1 Round 5 Td,Fighter 0 Round 5 Td %,Fighter 1 Round 5 Td %,Fighter 0 Round 5 Sub. att,Fighter 1 Round 5 Sub. att,Fighter 0 Round 5 Rev.,Fighter 1 Round 5 Rev.,Fighter 0 Round 5 Ctrl,Fighter 1 Round 5 Ctrl,Fighter 0 Round 4 Sig. str,Fighter 1 Round 4 Sig. str,Fighter 0 Round 4 Head,Fighter 1 Round 4 Head,Fighter 0 Round 4 Body,Fighter 1 Round 4 Body,Fighter 0 Round 4 Leg,Fighter 1 Round 4 Leg,Fighter 0 Round 4 Distance,Fighter 1 Round 4 Distance,Fighter 0 Round 4 Clinch,Fighter 1 Round 4 Clinch,Fighter 0 Round 4 Ground,Fighter 1 Round 4 Ground,Fighter 0 Round 5 Sig. str,Fighter 1 Round 5 Sig. str,Fighter 0 Round 5 Head,Fighter 1 Round 5 Head,Fighter 0 Round 5 Body,Fighter 1 Round 5 Body,Fighter 0 Round 5 Leg,Fighter 1 Round 5 Leg,Fighter 0 Round 5 Distance,Fighter 1 Round 5 Distance,Fighter 0 Round 5 Clinch,Fighter 1 Round 5 Clinch,Fighter 0 Round 5 Ground,Fighter 1 Round 5 Ground,Fighter 0 Round 1 SC 1,Fighter 0 Round 1 SC 2,Fighter 0 Round 1 SC 3,Fighter 0 Round 2 SC 1,Fighter 0 Round 2 SC 2,Fighter 0 Round 2 SC 3,Fighter 0 Round 3 SC 1,Fighter 0 Round 3 SC 2,Fighter 0 Round 3 SC 3,Fighter 0 Round 4 SC 1,Fighter 0 Round 4 SC 2,Fighter 0 Round 4 SC 3,Fighter 0 Round 5 SC 1,Fighter 0 Round 5 SC 2,Fighter 0 Round 5 SC 3,Fighter 0 SC 1 Total,Fighter 0 SC 2 Total,Fighter 0 SC 3 Total,Fighter 1 Round 1 SC 1,Fighter 1 Round 1 SC 2,Fighter 1 Round 1 SC 3,Fighter 1 Round 2 SC 1,Fighter 1 Round 2 SC 2,Fighter 1 Round 2 SC 3,Fighter 1 Round 3 SC 1,Fighter 1 Round 3 SC 2,Fighter 1 Round 3 SC 3,Fighter 1 Round 4 SC 1,Fighter 1 Round 4 SC 2,Fighter 1 Round 4 SC 3,Fighter 1 Round 5 SC 1,Fighter 1 Round 5 SC 2,Fighter 1 Round 5 SC 3,Fighter 1 SC 1 Total,Fighter 1 SC 2 Total,Fighter 1 SC 3 Total
0,0,14,21,20,37.0,14,21,0,0,,,0,0,0,0,0,0,Josh Emmett,Ilia Topuria,0.0,0.0,19.0,30.0,27.0,40.0,19.0,30.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,31.0,37.0,38.0,40.0,31.0,37.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,14,21,8,14,4,4,2,3,14,21,0,0,0,0,19.0,30.0,8.0,25.0,6.0,0.0,5.0,5.0,19.0,25.0,0.0,0.0,0.0,5.0,31.0,37.0,16.0,30.0,7.0,3.0,8.0,4.0,31.0,37.0,0.0,0.0,0.0,0.0,1,U-DEC,0.0,1.0,13.0,56.0,25.0,56.0,15.0,62.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,10.0,8.0,27.0,36.0,10.0,21.0,0.0,3.0,,100.0,0.0,0.0,0.0,0.0,0.0,153.0,13.0,56.0,6.0,50.0,6.0,2.0,1.0,4.0,13.0,26.0,0.0,2.0,0.0,28.0,10.0,8.0,5.0,5.0,3.0,0.0,2.0,3.0,10.0,5.0,0.0,0.0,0.0,3.0,10,9,9,9,9,9,9,9,8,8,8,7,9,9,9,45,44,42,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,49,50,50
0,0,5,11,33,57.0,37,16,0,0,0.0,,0,0,0,0,119,101,Neil Magny,Phil Rowe,0.0,0.0,7.0,6.0,43.0,50.0,29.0,10.0,0.0,1.0,,50.0,0.0,0.0,0.0,0.0,116.0,123.0,0.0,0.0,17.0,17.0,50.0,51.0,43.0,25.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,36.0,54.0,5,11,5,6,0,1,0,4,3,10,2,1,0,0,7.0,6.0,4.0,3.0,3.0,1.0,0.0,2.0,3.0,6.0,4.0,0.0,0.0,0.0,17.0,17.0,14.0,8.0,2.0,1.0,1.0,8.0,11.0,16.0,6.0,1.0,0.0,0.0,0,S-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,10,10,9,10,10,10,9,,,,,,,29,28,29,10,10,9,9,10,9,9,9,10,,,,,,,28,29,28
0,0,31,25,44,48.0,31,26,1,0,100.0,,0,0,0,0,17,5,Randy Brown,Wellington Turman,0.0,0.0,15.0,12.0,50.0,66.0,28.0,42.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,141.0,77.0,0.0,0.0,18.0,18.0,51.0,51.0,19.0,28.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,103.0,31,25,10,5,7,2,14,18,31,24,0,1,0,0,15.0,12.0,3.0,4.0,3.0,4.0,9.0,4.0,5.0,7.0,10.0,5.0,0.0,0.0,18.0,18.0,8.0,10.0,7.0,4.0,3.0,4.0,17.0,12.0,1.0,6.0,0.0,0.0,0,U-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,9,9,9,,,,,,,29,29,29,9,9,9,9,9,9,10,10,10,,,,,,,28,28,28
0,0,29,12,36,25.0,30,14,2,0,66.0,0.0,0,0,0,0,30,1,Tabatha Ricci,Gillian Robertson,0.0,0.0,31.0,36.0,27.0,41.0,31.0,36.0,1.0,0.0,33.0,,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,40.0,28.0,33.0,32.0,40.0,28.0,0.0,1.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,25.0,29,12,17,4,2,4,10,4,27,12,0,0,2,0,31.0,36.0,16.0,14.0,8.0,9.0,7.0,13.0,31.0,35.0,0.0,1.0,0.0,0.0,40.0,28.0,26.0,13.0,7.0,11.0,7.0,4.0,37.0,27.0,3.0,1.0,0.0,0.0,0,U-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,9,9,10,10,10,10,10,,,,,,,29,30,29,9,9,10,10,9,9,9,9,9,,,,,,,28,27,28
0,0,26,25,33,52.0,27,36,1,0,25.0,,0,0,0,0,70,0,Zhalgas Zhumagulov,Joshua Van,0.0,0.0,38.0,51.0,40.0,51.0,38.0,51.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.0,44.0,33.0,51.0,39.0,44.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,25,10,11,10,11,6,3,25,23,1,2,0,0,38.0,51.0,23.0,36.0,7.0,10.0,8.0,5.0,38.0,40.0,0.0,11.0,0.0,0.0,39.0,44.0,12.0,31.0,11.0,8.0,16.0,5.0,38.0,43.0,1.0,1.0,0.0,0.0,1,S-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,9,9,9,9,9,10,,,,,,,28,28,29,9,9,9,10,10,10,10,10,9,,,,,,,29,29,28
0,0,24,26,40,50.0,29,45,0,3,,75.0,0,1,0,0,20,109,Trevor Peek,Chepe Mariscal,0.0,0.0,13.0,12.0,59.0,70.0,16.0,44.0,0.0,1.0,,25.0,0.0,0.0,1.0,1.0,52.0,153.0,0.0,0.0,14.0,33.0,31.0,67.0,20.0,56.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,11.0,67.0,24,26,14,18,8,4,2,4,19,12,5,7,0,7,13.0,12.0,6.0,6.0,7.0,4.0,0.0,2.0,6.0,4.0,7.0,5.0,0.0,3.0,14.0,33.0,5.0,27.0,8.0,3.0,1.0,3.0,14.0,25.0,0.0,8.0,0.0,0.0,1,U-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,,,,,,,27,27,27,10,10,10,10,10,10,10,10,10,,,,,,,30,30,30
0,0,21,20,30,50.0,21,20,0,0,0.0,,0,0,0,0,0,0,Jamall Emmers,Jack Jenkins,0.0,0.0,28.0,31.0,39.0,50.0,29.0,31.0,0.0,1.0,,100.0,0.0,0.0,1.0,0.0,8.0,10.0,0.0,0.0,8.0,8.0,53.0,44.0,26.0,34.0,1.0,0.0,20.0,,0.0,0.0,1.0,0.0,249.0,5.0,21,20,6,8,10,7,5,5,20,19,1,1,0,0,28.0,31.0,13.0,12.0,7.0,6.0,8.0,13.0,27.0,31.0,0.0,0.0,1.0,0.0,8.0,8.0,7.0,6.0,1.0,1.0,0.0,1.0,4.0,3.0,0.0,0.0,4.0,5.0,1,S-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,10,9,9,10,10,10,10,,,,,,,28,28,30,10,10,9,10,10,9,9,9,9,,,,,,,29,29,27
0,0,1,11,100,78.0,13,41,1,0,100.0,,0,0,1,2,19,274,Cody Brundage,Sedriques Dumas,0.0,0.0,0.0,4.0,0.0,100.0,4.0,14.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,221.0,0.0,0.0,2.0,2.0,66.0,50.0,14.0,22.0,1.0,0.0,50.0,,1.0,0.0,0.0,0.0,94.0,173.0,1,11,0,10,0,1,1,0,1,0,0,0,0,11,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1,U-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,10,9,,,,,,,27,28,27,10,10,10,10,10,10,10,9,10,,,,,,,30,29,30
0,0,38,29,53,43.0,38,29,0,0,,,0,0,0,0,0,0,Marvin Vettori,Jared Cannonier,0.0,0.0,24.0,82.0,48.0,65.0,24.0,94.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,31.0,49.0,62.0,60.0,31.0,52.0,1.0,1.0,100.0,50.0,0.0,0.0,0.0,0.0,23.0,43.0,38,29,31,14,3,8,4,7,37,28,1,1,0,0,24.0,82.0,21.0,62.0,2.0,15.0,1.0,5.0,22.0,58.0,2.0,12.0,0.0,12.0,31.0,49.0,23.0,36.0,3.0,8.0,5.0,5.0,30.0,41.0,1.0,7.0,0.0,1.0,1,U-DEC,0.0,0.0,37.0,32.0,48.0,56.0,37.0,32.0,0.0,1.0,,50.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,23.0,49.0,42.0,59.0,24.0,50.0,0.0,2.0,,100.0,0.0,0.0,0.0,0.0,5.0,64.0,37.0,32.0,26.0,22.0,4.0,3.0,7.0,7.0,37.0,32.0,0.0,0.0,0.0,0.0,23.0,49.0,16.0,39.0,3.0,5.0,4.0,5.0,22.0,36.0,1.0,6.0,0.0,7.0,10,10,10,8,8,8,9,9,9,9,9,10,9,9,9,45,45,46,9,9,9,10,10,10,10,10,10,10,10,9,10,10,10,49,49,48
0,0,37,27,56,52.0,37,27,0,0,0.0,,0,0,0,0,0,0,Armen Petrosyan,Christian Leroy Duncan,0.0,0.0,36.0,20.0,58.0,46.0,46.0,25.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,64.0,41.0,0.0,0.0,16.0,12.0,57.0,42.0,28.0,21.0,1.0,0.0,100.0,,0.0,0.0,0.0,0.0,137.0,28.0,37,27,10,10,6,6,21,11,36,27,1,0,0,0,36.0,20.0,19.0,6.0,8.0,2.0,9.0,12.0,26.0,20.0,9.0,0.0,1.0,0.0,16.0,12.0,8.0,7.0,1.0,0.0,7.0,5.0,15.0,11.0,0.0,0.0,1.0,1.0,0,U-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,9,9,10,,,,,,,29,29,30,9,9,9,9,9,9,10,10,9,,,,,,,28,28,27
0,0,21,27,47,60.0,22,27,0,1,,100.0,0,0,0,0,7,18,Nicolas Dalby,Muslim Salikhov,0.0,0.0,17.0,10.0,62.0,71.0,24.0,18.0,1.0,1.0,33.0,100.0,0.0,0.0,0.0,0.0,201.0,27.0,0.0,0.0,48.0,20.0,69.0,68.0,58.0,25.0,1.0,0.0,50.0,,0.0,0.0,0.0,0.0,188.0,10.0,21,27,7,14,6,11,8,2,17,27,4,0,0,0,17.0,10.0,9.0,5.0,7.0,5.0,1.0,0.0,6.0,8.0,8.0,2.0,3.0,0.0,48.0,20.0,25.0,15.0,23.0,5.0,0.0,0.0,20.0,12.0,24.0,8.0,4.0,0.0,0,U-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,10,10,10,10,10,10,10,,,,,,,29,30,30,10,9,9,9,9,9,9,9,9,,,,,,,28,27,27
0,0,35,22,49,45.0,36,22,0,0,0.0,0.0,0,0,0,0,9,9,Carlos Hernandez,Denys Bondar,0.0,0.0,27.0,33.0,32.0,54.0,31.0,34.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,40.0,21.0,50.0,34.0,41.0,26.0,2.0,1.0,66.0,50.0,0.0,0.0,0.0,0.0,23.0,6.0,35,22,28,6,6,12,1,4,29,17,6,5,0,0,27.0,33.0,23.0,20.0,4.0,11.0,0.0,2.0,22.0,30.0,5.0,2.0,0.0,1.0,40.0,21.0,36.0,11.0,2.0,6.0,2.0,4.0,27.0,21.0,6.0,0.0,7.0,0.0,0,U-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,10,10,10,10,10,10,10,,,,,,,30,29,30,9,10,9,9,9,9,9,9,9,,,,,,,27,28,27
0,0,13,6,37,46.0,56,9,1,0,50.0,,0,0,0,0,182,0,Tereza Bleda,Gabriella Fernandes,0.0,0.0,14.0,2.0,66.0,50.0,38.0,16.0,1.0,0.0,25.0,,0.0,0.0,0.0,0.0,269.0,10.0,0.0,0.0,30.0,15.0,69.0,50.0,87.0,22.0,1.0,0.0,25.0,,0.0,0.0,0.0,0.0,200.0,0.0,13,6,5,1,3,2,5,3,7,6,2,0,4,0,14.0,2.0,9.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,9.0,0.0,30.0,15.0,24.0,10.0,4.0,3.0,2.0,2.0,10.0,14.0,0.0,1.0,20.0,0.0,0,U-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,10,10,10,,,,,,,30,30,30,9,9,9,9,9,9,9,9,9,,,,,,,27,27,27
0,0,15,13,51,44.0,20,14,1,0,33.0,,0,0,0,0,124,0,Zac Pauga,Modestas Bukauskas,0.0,0.0,27.0,23.0,56.0,57.0,27.0,23.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,25.0,20.0,62.0,46.0,25.0,25.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,79.0,15,13,11,9,2,2,2,2,11,12,2,0,2,1,27.0,23.0,14.0,18.0,10.0,3.0,3.0,2.0,26.0,21.0,1.0,2.0,0.0,0.0,25.0,20.0,10.0,15.0,13.0,5.0,2.0,0.0,21.0,17.0,4.0,3.0,0.0,0.0,1,U-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,10,10,9,9,9,9,,,,,,,28,28,27,10,10,10,9,9,10,10,10,10,,,,,,,29,29,30
0,0,21,8,37,25.0,21,8,0,0,0.0,,0,0,0,0,1,0,Amanda Nunes,Irene Aldana,0.0,0.0,31.0,11.0,50.0,28.0,31.0,11.0,1.0,0.0,50.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,23.0,8.0,48.0,36.0,25.0,8.0,3.0,0.0,75.0,,0.0,0.0,0.0,0.0,125.0,3.0,21,8,9,5,9,0,3,3,21,8,0,0,0,0,31.0,11.0,16.0,4.0,7.0,0.0,8.0,7.0,30.0,11.0,1.0,0.0,0.0,0.0,23.0,8.0,20.0,7.0,3.0,0.0,0.0,1.0,18.0,7.0,1.0,0.0,4.0,1.0,0,U-DEC,0.0,0.0,48.0,13.0,62.0,27.0,49.0,13.0,1.0,0.0,25.0,,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,19.0,1.0,73.0,25.0,70.0,17.0,1.0,0.0,50.0,,0.0,0.0,0.0,0.0,276.0,0.0,48.0,13.0,36.0,9.0,6.0,2.0,6.0,2.0,45.0,10.0,3.0,3.0,0.0,0.0,19.0,1.0,16.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,1.0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,50,50,50,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,44,44,43
0,0,14,12,31,27.0,14,12,0,0,,0.0,0,0,0,0,0,0,Dan Ige,Nate Landwehr,1.0,0.0,41.0,30.0,52.0,43.0,41.0,30.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,33.0,32.0,54.0,39.0,33.0,32.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,19.0,26.0,14,12,8,9,4,1,2,2,14,9,0,3,0,0,41.0,30.0,28.0,20.0,10.0,7.0,3.0,3.0,34.0,23.0,3.0,6.0,4.0,1.0,33.0,32.0,25.0,25.0,5.0,5.0,3.0,2.0,30.0,23.0,3.0,9.0,0.0,0.0,0,U-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,9,9,10,,,,,,,29,29,30,9,9,9,9,9,9,10,10,9,,,,,,,28,28,27
1,0,30,37,61,59.0,37,38,0,0,,0.0,0,0,0,0,40,100,Marc-Andre Barriault,Eryk Anders,0.0,0.0,24.0,24.0,39.0,47.0,24.0,24.0,0.0,1.0,,33.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,41.0,22.0,50.0,39.0,42.0,25.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,39.0,30,37,23,18,7,19,0,0,10,10,18,27,2,0,24.0,24.0,11.0,12.0,13.0,10.0,0.0,2.0,20.0,14.0,4.0,10.0,0.0,0.0,41.0,22.0,28.0,12.0,12.0,10.0,1.0,0.0,37.0,17.0,4.0,5.0,0.0,0.0,0,U-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,10,10,10,,,,,,,30,30,30,9,9,9,9,9,9,9,9,9,,,,,,,27,27,27
0,0,20,10,74,43.0,25,18,0,1,0.0,100.0,0,0,0,0,7,168,Miranda Maverick,Jasmine Jasudavicius,0.0,0.0,15.0,12.0,50.0,36.0,15.0,47.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,28.0,45.0,40.0,44.0,28.0,50.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,86.0,20,10,5,6,9,4,6,0,13,6,7,4,0,0,15.0,12.0,9.0,7.0,2.0,5.0,4.0,0.0,15.0,7.0,0.0,5.0,0.0,0.0,28.0,45.0,19.0,39.0,6.0,6.0,3.0,0.0,28.0,40.0,0.0,4.0,0.0,1.0,1,U-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,9,9,9,9,9,9,,,,,,,28,28,28,9,9,9,10,10,10,10,10,10,,,,,,,29,29,29
0,0,19,22,40,43.0,28,42,0,0,,0.0,0,0,0,0,78,22,Kyle Nelson,Blake Bilder,0.0,0.0,19.0,12.0,48.0,40.0,23.0,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,21.0,11.0,52.0,28.0,32.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,69.0,19,22,10,15,6,0,3,7,17,22,2,0,0,0,19.0,12.0,8.0,4.0,5.0,1.0,6.0,7.0,19.0,12.0,0.0,0.0,0.0,0.0,21.0,11.0,6.0,7.0,9.0,1.0,6.0,3.0,21.0,11.0,0.0,0.0,0.0,0.0,0,U-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,10,9,10,,,,,,,30,29,30,9,9,9,9,9,9,9,10,9,,,,,,,27,28,27
0,0,20,16,43,28.0,20,16,0,0,,,0,0,0,0,0,0,David Dvorak,Steve Erceg,0.0,0.0,23.0,18.0,46.0,35.0,23.0,18.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,70.0,4.0,0.0,0.0,10.0,20.0,52.0,60.0,13.0,22.0,1.0,3.0,33.0,100.0,0.0,0.0,0.0,0.0,47.0,85.0,20,16,8,8,3,1,9,7,20,16,0,0,0,0,23.0,18.0,12.0,11.0,4.0,6.0,7.0,1.0,19.0,15.0,1.0,2.0,3.0,1.0,10.0,20.0,6.0,9.0,3.0,9.0,1.0,2.0,7.0,15.0,3.0,5.0,0.0,0.0,1,U-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,9,9,9,9,9,9,9,,,,,,,28,28,27,9,9,10,10,10,10,10,10,10,,,,,,,29,29,30
0,0,41,28,48,42.0,60,36,0,1,,100.0,0,0,0,0,22,80,Diana Belbita,Maria Oliveira,0.0,0.0,22.0,7.0,59.0,41.0,49.0,19.0,1.0,1.0,50.0,100.0,0.0,0.0,0.0,0.0,89.0,157.0,0.0,0.0,43.0,29.0,49.0,34.0,45.0,30.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,13.0,9.0,41,28,30,19,4,6,7,3,33,28,4,0,4,0,22.0,7.0,9.0,5.0,11.0,1.0,2.0,1.0,6.0,6.0,12.0,0.0,4.0,1.0,43.0,29.0,32.0,21.0,5.0,4.0,6.0,4.0,37.0,28.0,6.0,1.0,0.0,0.0,0,U-DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,10,9,10,,,,,,,30,29,30,9,9,9,9,9,9,9,10,9,,,,,,,27,28,27
